"COU","Country","SEX","Sex","IND","Indicator","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"SVK","Slovak Republic","TOTAL","Total","FAM11D","Public social expenditure on tax breaks for families as a % of GDP","2001","2001","PC","Percentage","0","Units",,,0.29,,
"SVK","Slovak Republic","TOTAL","Total","FAM11D","Public social expenditure on tax breaks for families as a % of GDP","2003","2003","PC","Percentage","0","Units",,,0.48,,
"SVK","Slovak Republic","TOTAL","Total","FAM11D","Public social expenditure on tax breaks for families as a % of GDP","2005","2005","PC","Percentage","0","Units",,,0.38,,
"SVK","Slovak Republic","TOTAL","Total","FAM11D","Public social expenditure on tax breaks for families as a % of GDP","2007","2007","PC","Percentage","0","Units",,,0.4,,
"SVK","Slovak Republic","TOTAL","Total","FAM11D","Public social expenditure on tax breaks for families as a % of GDP","2009","2009","PC","Percentage","0","Units",,,0.4,,
"SVK","Slovak Republic","TOTAL","Total","FAM11D","Public social expenditure on tax breaks for families as a % of GDP","2010","2010","PC","Percentage","0","Units",,,0.37,,
"SVK","Slovak Republic","TOTAL","Total","FAM11D","Public social expenditure on tax breaks for families as a % of GDP","2011","2011","PC","Percentage","0","Units",,,0.36,,
"SVK","Slovak Republic","TOTAL","Total","FAM11D","Public social expenditure on tax breaks for families as a % of GDP","2012","2012","PC","Percentage","0","Units",,,0.35,,
"SVK","Slovak Republic","TOTAL","Total","FAM11D","Public social expenditure on tax breaks for families as a % of GDP","2013","2013","PC","Percentage","0","Units",,,0.35,,
"SVK","Slovak Republic","TOTAL","Total","FAM11D","Public social expenditure on tax breaks for families as a % of GDP","2014","2014","PC","Percentage","0","Units",,,0.34,,
"SVK","Slovak Republic","TOTAL","Total","FAM11D","Public social expenditure on tax breaks for families as a % of GDP","2015","2015","PC","Percentage","0","Units",,,0.33,,
"SVK","Slovak Republic","TOTAL","Total","FAM11D","Public social expenditure on tax breaks for families as a % of GDP","2016","2016","PC","Percentage","0","Units",,,0.33,,
"SVK","Slovak Republic","TOTAL","Total","FAM11D","Public social expenditure on tax breaks for families as a % of GDP","2017","2017","PC","Percentage","0","Units",,,0.32,,
"SVK","Slovak Republic","TOTAL","Total","FAM11D","Public social expenditure on tax breaks for families as a % of GDP","2018","2018","PC","Percentage","0","Units",,,0.3,,
"FRA","France","TOTAL","Total","FAM1","Total fertility rate","1970","1970","CHLD","Children","0","Units",,,2.48,,
"FRA","France","TOTAL","Total","FAM1","Total fertility rate","1971","1971","CHLD","Children","0","Units",,,2.5,,
"FRA","France","TOTAL","Total","FAM1","Total fertility rate","1972","1972","CHLD","Children","0","Units",,,2.42,,
"FRA","France","TOTAL","Total","FAM1","Total fertility rate","1973","1973","CHLD","Children","0","Units",,,2.31,,
"FRA","France","TOTAL","Total","FAM1","Total fertility rate","1974","1974","CHLD","Children","0","Units",,,2.11,,
"FRA","France","TOTAL","Total","FAM1","Total fertility rate","1975","1975","CHLD","Children","0","Units",,,1.93,,
"FRA","France","TOTAL","Total","FAM1","Total fertility rate","1976","1976","CHLD","Children","0","Units",,,1.83,,
"FRA","France","TOTAL","Total","FAM1","Total fertility rate","1977","1977","CHLD","Children","0","Units",,,1.86,,
"FRA","France","TOTAL","Total","FAM1","Total fertility rate","1978","1978","CHLD","Children","0","Units",,,1.82,,
"FRA","France","TOTAL","Total","FAM1","Total fertility rate","1979","1979","CHLD","Children","0","Units",,,1.86,,
"FRA","France","TOTAL","Total","FAM1","Total fertility rate","1980","1980","CHLD","Children","0","Units",,,1.95,,
"FRA","France","TOTAL","Total","FAM1","Total fertility rate","1981","1981","CHLD","Children","0","Units",,,1.95,,
"FRA","France","TOTAL","Total","FAM1","Total fertility rate","1982","1982","CHLD","Children","0","Units",,,1.91,,
"FRA","France","TOTAL","Total","FAM1","Total fertility rate","1983","1983","CHLD","Children","0","Units",,,1.78,,
"FRA","France","TOTAL","Total","FAM1","Total fertility rate","1984","1984","CHLD","Children","0","Units",,,1.8,,
"FRA","France","TOTAL","Total","FAM1","Total fertility rate","1985","1985","CHLD","Children","0","Units",,,1.81,,
"FRA","France","TOTAL","Total","FAM1","Total fertility rate","1986","1986","CHLD","Children","0","Units",,,1.83,,
"FRA","France","TOTAL","Total","FAM1","Total fertility rate","1987","1987","CHLD","Children","0","Units",,,1.8,,
"FRA","France","TOTAL","Total","FAM1","Total fertility rate","1988","1988","CHLD","Children","0","Units",,,1.81,,
"FRA","France","TOTAL","Total","FAM1","Total fertility rate","1989","1989","CHLD","Children","0","Units",,,1.79,,
"FRA","France","TOTAL","Total","FAM1","Total fertility rate","1990","1990","CHLD","Children","0","Units",,,1.78,,
"FRA","France","TOTAL","Total","FAM1","Total fertility rate","1991","1991","CHLD","Children","0","Units",,,1.77,,
"FRA","France","TOTAL","Total","FAM1","Total fertility rate","1992","1992","CHLD","Children","0","Units",,,1.73,,
"FRA","France","TOTAL","Total","FAM1","Total fertility rate","1993","1993","CHLD","Children","0","Units",,,1.66,,
"FRA","France","TOTAL","Total","FAM1","Total fertility rate","1994","1994","CHLD","Children","0","Units",,,1.66,,
"FRA","France","TOTAL","Total","FAM1","Total fertility rate","1995","1995","CHLD","Children","0","Units",,,1.71,,
"FRA","France","TOTAL","Total","FAM1","Total fertility rate","1996","1996","CHLD","Children","0","Units",,,1.73,,
"FRA","France","TOTAL","Total","FAM1","Total fertility rate","1997","1997","CHLD","Children","0","Units",,,1.73,,
"FRA","France","TOTAL","Total","FAM1","Total fertility rate","1998","1998","CHLD","Children","0","Units",,,1.76,,
"FRA","France","TOTAL","Total","FAM1","Total fertility rate","1999","1999","CHLD","Children","0","Units",,,1.79,,
"FRA","France","TOTAL","Total","FAM1","Total fertility rate","2000","2000","CHLD","Children","0","Units",,,1.87,,
"FRA","France","TOTAL","Total","FAM1","Total fertility rate","2001","2001","CHLD","Children","0","Units",,,1.88,,
"FRA","France","TOTAL","Total","FAM1","Total fertility rate","2002","2002","CHLD","Children","0","Units",,,1.86,,
"FRA","France","TOTAL","Total","FAM1","Total fertility rate","2003","2003","CHLD","Children","0","Units",,,1.87,,
"FRA","France","TOTAL","Total","FAM1","Total fertility rate","2004","2004","CHLD","Children","0","Units",,,1.9,,
"FRA","France","TOTAL","Total","FAM1","Total fertility rate","2005","2005","CHLD","Children","0","Units",,,1.92,,
"FRA","France","TOTAL","Total","FAM1","Total fertility rate","2006","2006","CHLD","Children","0","Units",,,1.98,,
"FRA","France","TOTAL","Total","FAM1","Total fertility rate","2007","2007","CHLD","Children","0","Units",,,1.95,,
"FRA","France","TOTAL","Total","FAM1","Total fertility rate","2008","2008","CHLD","Children","0","Units",,,1.99,,
"FRA","France","TOTAL","Total","FAM1","Total fertility rate","2009","2009","CHLD","Children","0","Units",,,1.99,,
"FRA","France","TOTAL","Total","FAM1","Total fertility rate","2010","2010","CHLD","Children","0","Units",,,2.02,,
"FRA","France","TOTAL","Total","FAM1","Total fertility rate","2011","2011","CHLD","Children","0","Units",,,2,,
"FRA","France","TOTAL","Total","FAM1","Total fertility rate","2012","2012","CHLD","Children","0","Units",,,1.99,,
"FRA","France","TOTAL","Total","FAM1","Total fertility rate","2013","2013","CHLD","Children","0","Units",,,1.97,,
"FRA","France","TOTAL","Total","FAM1","Total fertility rate","2014","2014","CHLD","Children","0","Units",,,1.97,,
"FRA","France","TOTAL","Total","FAM1","Total fertility rate","2015","2015","CHLD","Children","0","Units",,,1.93,,
"FRA","France","TOTAL","Total","FAM1","Total fertility rate","2016","2016","CHLD","Children","0","Units",,,1.89,,
"FRA","France","TOTAL","Total","FAM1","Total fertility rate","2017","2017","CHLD","Children","0","Units",,,1.86,,
"FRA","France","TOTAL","Total","FAM1","Total fertility rate","2018","2018","CHLD","Children","0","Units",,,1.84,,
"FRA","France","TOTAL","Total","FAM1","Total fertility rate","2019","2019","CHLD","Children","0","Units",,,1.83,,
"FRA","France","TOTAL","Total","FAM1","Total fertility rate","2020","2020","CHLD","Children","0","Units",,,1.8,,
"POL","Poland","TOTAL","Total","FAM1","Total fertility rate","1970","1970","CHLD","Children","0","Units",,,2.2,,
"POL","Poland","TOTAL","Total","FAM1","Total fertility rate","1971","1971","CHLD","Children","0","Units",,,2.25,,
"POL","Poland","TOTAL","Total","FAM1","Total fertility rate","1972","1972","CHLD","Children","0","Units",,,2.24,,
"POL","Poland","TOTAL","Total","FAM1","Total fertility rate","1973","1973","CHLD","Children","0","Units",,,2.26,,
"POL","Poland","TOTAL","Total","FAM1","Total fertility rate","1974","1974","CHLD","Children","0","Units",,,2.26,,
"POL","Poland","TOTAL","Total","FAM1","Total fertility rate","1975","1975","CHLD","Children","0","Units",,,2.27,,
"POL","Poland","TOTAL","Total","FAM1","Total fertility rate","1976","1976","CHLD","Children","0","Units",,,2.3,,
"POL","Poland","TOTAL","Total","FAM1","Total fertility rate","1977","1977","CHLD","Children","0","Units",,,2.23,,
"POL","Poland","TOTAL","Total","FAM1","Total fertility rate","1978","1978","CHLD","Children","0","Units",,,2.21,,
"POL","Poland","TOTAL","Total","FAM1","Total fertility rate","1979","1979","CHLD","Children","0","Units",,,2.28,,
"POL","Poland","TOTAL","Total","FAM1","Total fertility rate","1980","1980","CHLD","Children","0","Units",,,2.28,,
"POL","Poland","TOTAL","Total","FAM1","Total fertility rate","1981","1981","CHLD","Children","0","Units",,,2.24,,
"POL","Poland","TOTAL","Total","FAM1","Total fertility rate","1982","1982","CHLD","Children","0","Units",,,2.34,,
"POL","Poland","TOTAL","Total","FAM1","Total fertility rate","1983","1983","CHLD","Children","0","Units",,,2.42,,
"POL","Poland","TOTAL","Total","FAM1","Total fertility rate","1984","1984","CHLD","Children","0","Units",,,2.37,,
"POL","Poland","TOTAL","Total","FAM1","Total fertility rate","1985","1985","CHLD","Children","0","Units",,,2.33,,
"POL","Poland","TOTAL","Total","FAM1","Total fertility rate","1986","1986","CHLD","Children","0","Units",,,2.22,,
"POL","Poland","TOTAL","Total","FAM1","Total fertility rate","1987","1987","CHLD","Children","0","Units",,,2.15,,
"POL","Poland","TOTAL","Total","FAM1","Total fertility rate","1988","1988","CHLD","Children","0","Units",,,2.13,,
"POL","Poland","TOTAL","Total","FAM1","Total fertility rate","1989","1989","CHLD","Children","0","Units",,,2.07,,
"POL","Poland","TOTAL","Total","FAM1","Total fertility rate","1990","1990","CHLD","Children","0","Units",,,1.99,,
"POL","Poland","TOTAL","Total","FAM1","Total fertility rate","1991","1991","CHLD","Children","0","Units",,,1.98,,
"POL","Poland","TOTAL","Total","FAM1","Total fertility rate","1992","1992","CHLD","Children","0","Units",,,1.85,,
"POL","Poland","TOTAL","Total","FAM1","Total fertility rate","1993","1993","CHLD","Children","0","Units",,,1.77,,
"POL","Poland","TOTAL","Total","FAM1","Total fertility rate","1994","1994","CHLD","Children","0","Units",,,1.72,,
"POL","Poland","TOTAL","Total","FAM1","Total fertility rate","1995","1995","CHLD","Children","0","Units",,,1.55,,
"POL","Poland","TOTAL","Total","FAM1","Total fertility rate","1996","1996","CHLD","Children","0","Units",,,1.53,,
"POL","Poland","TOTAL","Total","FAM1","Total fertility rate","1997","1997","CHLD","Children","0","Units",,,1.47,,
"POL","Poland","TOTAL","Total","FAM1","Total fertility rate","1998","1998","CHLD","Children","0","Units",,,1.41,,
"POL","Poland","TOTAL","Total","FAM1","Total fertility rate","1999","1999","CHLD","Children","0","Units",,,1.37,,
"POL","Poland","TOTAL","Total","FAM1","Total fertility rate","2000","2000","CHLD","Children","0","Units",,,1.37,,
"POL","Poland","TOTAL","Total","FAM1","Total fertility rate","2001","2001","CHLD","Children","0","Units",,,1.32,,
"POL","Poland","TOTAL","Total","FAM1","Total fertility rate","2002","2002","CHLD","Children","0","Units",,,1.25,,
"POL","Poland","TOTAL","Total","FAM1","Total fertility rate","2003","2003","CHLD","Children","0","Units",,,1.22,,
"POL","Poland","TOTAL","Total","FAM1","Total fertility rate","2004","2004","CHLD","Children","0","Units",,,1.23,,
"POL","Poland","TOTAL","Total","FAM1","Total fertility rate","2005","2005","CHLD","Children","0","Units",,,1.24,,
"POL","Poland","TOTAL","Total","FAM1","Total fertility rate","2006","2006","CHLD","Children","0","Units",,,1.27,,
"POL","Poland","TOTAL","Total","FAM1","Total fertility rate","2007","2007","CHLD","Children","0","Units",,,1.31,,
"POL","Poland","TOTAL","Total","FAM1","Total fertility rate","2008","2008","CHLD","Children","0","Units",,,1.39,,
"POL","Poland","TOTAL","Total","FAM1","Total fertility rate","2009","2009","CHLD","Children","0","Units",,,1.4,,
"POL","Poland","TOTAL","Total","FAM1","Total fertility rate","2010","2010","CHLD","Children","0","Units",,,1.38,,
"POL","Poland","TOTAL","Total","FAM1","Total fertility rate","2011","2011","CHLD","Children","0","Units",,,1.3,,
"POL","Poland","TOTAL","Total","FAM1","Total fertility rate","2012","2012","CHLD","Children","0","Units",,,1.3,,
"POL","Poland","TOTAL","Total","FAM1","Total fertility rate","2013","2013","CHLD","Children","0","Units",,,1.26,,
"POL","Poland","TOTAL","Total","FAM1","Total fertility rate","2014","2014","CHLD","Children","0","Units",,,1.29,,
"POL","Poland","TOTAL","Total","FAM1","Total fertility rate","2015","2015","CHLD","Children","0","Units",,,1.29,,
"POL","Poland","TOTAL","Total","FAM1","Total fertility rate","2016","2016","CHLD","Children","0","Units",,,1.36,,
"POL","Poland","TOTAL","Total","FAM1","Total fertility rate","2017","2017","CHLD","Children","0","Units",,,1.45,,
"POL","Poland","TOTAL","Total","FAM1","Total fertility rate","2018","2018","CHLD","Children","0","Units",,,1.44,,
"POL","Poland","TOTAL","Total","FAM1","Total fertility rate","2019","2019","CHLD","Children","0","Units",,,1.42,,
"HUN","Hungary","TOTAL","Total","FAM8A","Employment rates (%) for all mothers (15-64 year olds) with at least one child under 15","2000","2000","PC","Percentage","0","Units",,,54.8,,
"HUN","Hungary","TOTAL","Total","FAM8A","Employment rates (%) for all mothers (15-64 year olds) with at least one child under 15","2001","2001","PC","Percentage","0","Units",,,55.1,,
"HUN","Hungary","TOTAL","Total","FAM8A","Employment rates (%) for all mothers (15-64 year olds) with at least one child under 15","2002","2002","PC","Percentage","0","Units",,,54.6,,
"HUN","Hungary","TOTAL","Total","FAM8A","Employment rates (%) for all mothers (15-64 year olds) with at least one child under 15","2003","2003","PC","Percentage","0","Units",,,54.6,,
"HUN","Hungary","TOTAL","Total","FAM8A","Employment rates (%) for all mothers (15-64 year olds) with at least one child under 15","2004","2004","PC","Percentage","0","Units",,,54.2,,
"HUN","Hungary","TOTAL","Total","FAM8A","Employment rates (%) for all mothers (15-64 year olds) with at least one child under 15","2005","2005","PC","Percentage","0","Units",,,52.6,,
"HUN","Hungary","TOTAL","Total","FAM8A","Employment rates (%) for all mothers (15-64 year olds) with at least one child under 15","2006","2006","PC","Percentage","0","Units",,,53.9,,
"HUN","Hungary","TOTAL","Total","FAM8A","Employment rates (%) for all mothers (15-64 year olds) with at least one child under 15","2007","2007","PC","Percentage","0","Units",,,53.4,,
"HUN","Hungary","TOTAL","Total","FAM8A","Employment rates (%) for all mothers (15-64 year olds) with at least one child under 15","2008","2008","PC","Percentage","0","Units",,,53.6,,
"HUN","Hungary","TOTAL","Total","FAM8A","Employment rates (%) for all mothers (15-64 year olds) with at least one child under 15","2009","2009","PC","Percentage","0","Units",,,52.3,,
"HUN","Hungary","TOTAL","Total","FAM8A","Employment rates (%) for all mothers (15-64 year olds) with at least one child under 15","2010","2010","PC","Percentage","0","Units",,,52.3,,
"HUN","Hungary","TOTAL","Total","FAM8A","Employment rates (%) for all mothers (15-64 year olds) with at least one child under 15","2011","2011","PC","Percentage","0","Units",,,50.7,,
"HUN","Hungary","TOTAL","Total","FAM8A","Employment rates (%) for all mothers (15-64 year olds) with at least one child under 15","2012","2012","PC","Percentage","0","Units",,,53.5,,
"HUN","Hungary","TOTAL","Total","FAM8A","Employment rates (%) for all mothers (15-64 year olds) with at least one child under 15","2013","2013","PC","Percentage","0","Units",,,54.3,,
"HUN","Hungary","TOTAL","Total","FAM8A","Employment rates (%) for all mothers (15-64 year olds) with at least one child under 15","2014","2014","PC","Percentage","0","Units",,,58.1,,
"HUN","Hungary","TOTAL","Total","FAM8A","Employment rates (%) for all mothers (15-64 year olds) with at least one child under 15","2015","2015","PC","Percentage","0","Units",,,59.2,,
"HUN","Hungary","TOTAL","Total","FAM8A","Employment rates (%) for all mothers (15-64 year olds) with at least one child under 15","2016","2016","PC","Percentage","0","Units",,,60.4,,
"HUN","Hungary","TOTAL","Total","FAM8A","Employment rates (%) for all mothers (15-64 year olds) with at least one child under 15","2017","2017","PC","Percentage","0","Units",,,61.9,,
"HUN","Hungary","TOTAL","Total","FAM8A","Employment rates (%) for all mothers (15-64 year olds) with at least one child under 15","2018","2018","PC","Percentage","0","Units",,,61.7,,
"HUN","Hungary","TOTAL","Total","FAM8A","Employment rates (%) for all mothers (15-64 year olds) with at least one child under 15","2019","2019","PC","Percentage","0","Units",,,63.4,,
"AUS","Australia","TOTAL","Total","FAM11B","Public social expenditure on cash benefits for families as a % of GDP","2001","2001","PC","Percentage","0","Units",,,2.32,,
"AUS","Australia","TOTAL","Total","FAM11B","Public social expenditure on cash benefits for families as a % of GDP","2002","2002","PC","Percentage","0","Units",,,2.16,,
"AUS","Australia","TOTAL","Total","FAM11B","Public social expenditure on cash benefits for families as a % of GDP","2003","2003","PC","Percentage","0","Units",,,2.57,,
"AUS","Australia","TOTAL","Total","FAM11B","Public social expenditure on cash benefits for families as a % of GDP","2004","2004","PC","Percentage","0","Units",,,2.24,,
"AUS","Australia","TOTAL","Total","FAM11B","Public social expenditure on cash benefits for families as a % of GDP","2005","2005","PC","Percentage","0","Units",,,2.12,,
"AUS","Australia","TOTAL","Total","FAM11B","Public social expenditure on cash benefits for families as a % of GDP","2006","2006","PC","Percentage","0","Units",,,2,,
"AUS","Australia","TOTAL","Total","FAM11B","Public social expenditure on cash benefits for families as a % of GDP","2007","2007","PC","Percentage","0","Units",,,1.8,,
"AUS","Australia","TOTAL","Total","FAM11B","Public social expenditure on cash benefits for families as a % of GDP","2008","2008","PC","Percentage","0","Units",,,2.57,,
"AUS","Australia","TOTAL","Total","FAM11B","Public social expenditure on cash benefits for families as a % of GDP","2009","2009","PC","Percentage","0","Units",,,1.94,,
"AUS","Australia","TOTAL","Total","FAM11B","Public social expenditure on cash benefits for families as a % of GDP","2010","2010","PC","Percentage","0","Units",,,1.81,,
"AUS","Australia","TOTAL","Total","FAM11B","Public social expenditure on cash benefits for families as a % of GDP","2011","2011","PC","Percentage","0","Units",,,1.79,,
"AUS","Australia","TOTAL","Total","FAM11B","Public social expenditure on cash benefits for families as a % of GDP","2012","2012","PC","Percentage","0","Units",,,1.93,,
"AUS","Australia","TOTAL","Total","FAM11B","Public social expenditure on cash benefits for families as a % of GDP","2013","2013","PC","Percentage","0","Units",,,1.85,,
"AUS","Australia","TOTAL","Total","FAM11B","Public social expenditure on cash benefits for families as a % of GDP","2014","2014","PC","Percentage","0","Units",,,1.83,,
"AUS","Australia","TOTAL","Total","FAM11B","Public social expenditure on cash benefits for families as a % of GDP","2015","2015","PC","Percentage","0","Units",,,1.74,,
"AUS","Australia","TOTAL","Total","FAM11B","Public social expenditure on cash benefits for families as a % of GDP","2016","2016","PC","Percentage","0","Units",,,1.49,,
"AUS","Australia","TOTAL","Total","FAM11B","Public social expenditure on cash benefits for families as a % of GDP","2017","2017","PC","Percentage","0","Units",,,1.4,,
"AUS","Australia","TOTAL","Total","FAM11B","Public social expenditure on cash benefits for families as a % of GDP","2018","2018","PC","Percentage","0","Units",,,1.32,,
"PRT","Portugal","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1970","1970","WEEK","Weeks","0","Units",,,0,,
"PRT","Portugal","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1971","1971","WEEK","Weeks","0","Units",,,0,,
"PRT","Portugal","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1972","1972","WEEK","Weeks","0","Units",,,0,,
"PRT","Portugal","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1973","1973","WEEK","Weeks","0","Units",,,0,,
"PRT","Portugal","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1974","1974","WEEK","Weeks","0","Units",,,0,,
"PRT","Portugal","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1975","1975","WEEK","Weeks","0","Units",,,0,,
"PRT","Portugal","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1976","1976","WEEK","Weeks","0","Units",,,0,,
"PRT","Portugal","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1977","1977","WEEK","Weeks","0","Units",,,0,,
"PRT","Portugal","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1978","1978","WEEK","Weeks","0","Units",,,0,,
"PRT","Portugal","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1979","1979","WEEK","Weeks","0","Units",,,0,,
"PRT","Portugal","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1980","1980","WEEK","Weeks","0","Units",,,0,,
"PRT","Portugal","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1981","1981","WEEK","Weeks","0","Units",,,0,,
"PRT","Portugal","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1982","1982","WEEK","Weeks","0","Units",,,0,,
"PRT","Portugal","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1983","1983","WEEK","Weeks","0","Units",,,0,,
"PRT","Portugal","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1984","1984","WEEK","Weeks","0","Units",,,0,,
"PRT","Portugal","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1985","1985","WEEK","Weeks","0","Units",,,0,,
"PRT","Portugal","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1986","1986","WEEK","Weeks","0","Units",,,0,,
"PRT","Portugal","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1987","1987","WEEK","Weeks","0","Units",,,0,,
"PRT","Portugal","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1988","1988","WEEK","Weeks","0","Units",,,0,,
"PRT","Portugal","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1989","1989","WEEK","Weeks","0","Units",,,0,,
"PRT","Portugal","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1990","1990","WEEK","Weeks","0","Units",,,0,,
"PRT","Portugal","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1991","1991","WEEK","Weeks","0","Units",,,0,,
"PRT","Portugal","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1992","1992","WEEK","Weeks","0","Units",,,0,,
"PRT","Portugal","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1993","1993","WEEK","Weeks","0","Units",,,0,,
"PRT","Portugal","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1994","1994","WEEK","Weeks","0","Units",,,0,,
"PRT","Portugal","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1995","1995","WEEK","Weeks","0","Units",,,0,,
"PRT","Portugal","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1996","1996","WEEK","Weeks","0","Units",,,0,,
"PRT","Portugal","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1997","1997","WEEK","Weeks","0","Units",,,0,,
"PRT","Portugal","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1998","1998","WEEK","Weeks","0","Units",,,0,,
"PRT","Portugal","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1999","1999","WEEK","Weeks","0","Units",,,0,,
"PRT","Portugal","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2000","2000","WEEK","Weeks","0","Units",,,4,,
"PRT","Portugal","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2001","2001","WEEK","Weeks","0","Units",,,4,,
"PRT","Portugal","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2002","2002","WEEK","Weeks","0","Units",,,4,,
"PRT","Portugal","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2003","2003","WEEK","Weeks","0","Units",,,4,,
"PRT","Portugal","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2004","2004","WEEK","Weeks","0","Units",,,4,,
"PRT","Portugal","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2005","2005","WEEK","Weeks","0","Units",,,4,,
"PRT","Portugal","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2006","2006","WEEK","Weeks","0","Units",,,4,,
"PRT","Portugal","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2007","2007","WEEK","Weeks","0","Units",,,4,,
"PRT","Portugal","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2008","2008","WEEK","Weeks","0","Units",,,4,,
"PRT","Portugal","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2009","2009","WEEK","Weeks","0","Units",,,21.3,,
"PRT","Portugal","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2010","2010","WEEK","Weeks","0","Units",,,21.3,,
"PRT","Portugal","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2011","2011","WEEK","Weeks","0","Units",,,21.3,,
"PRT","Portugal","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2012","2012","WEEK","Weeks","0","Units",,,21.3,,
"PRT","Portugal","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2013","2013","WEEK","Weeks","0","Units",,,21.3,,
"PRT","Portugal","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2014","2014","WEEK","Weeks","0","Units",,,21.3,,
"PRT","Portugal","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2015","2015","WEEK","Weeks","0","Units",,,21.3,,
"PRT","Portugal","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2016","2016","WEEK","Weeks","0","Units",,,22.3,,
"PRT","Portugal","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2017","2017","WEEK","Weeks","0","Units",,,22.3,,
"PRT","Portugal","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2018","2018","WEEK","Weeks","0","Units",,,22.3,,
"PRT","Portugal","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2019","2019","WEEK","Weeks","0","Units",,,22.3,,
"PRT","Portugal","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2020","2020","WEEK","Weeks","0","Units",,,22.3,,
"ISL","Iceland","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2001","2001","PC","Percentage","0","Units",,,1.28,,
"ISL","Iceland","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2002","2002","PC","Percentage","0","Units",,,1.36,,
